,title,duration,url
118,"
                    Hot wax - Shadow Slaves

                ","
                    00:11:11
                ",https://bdsmstreak.com/video/29917/hot-wax-shadow-slaves
119,"
                    Proxy Paige - Device Bondage

                ","
                    01:01:23
                ",https://bdsmstreak.com/video/29590/proxy-paige-device-bondage
120,"
                    Hot wax for Sexy Japanese in Bondage

                ","
                    00:16:55
                ",https://bdsmstreak.com/video/29004/hot-wax-for-sexy-japanese-in-bondage
121,"
                    Hot wax for restrained tits

                ","
                    00:05:34
                ",https://bdsmstreak.com/video/28881/hot-wax-for-restrained-tits
122,"
                    Yayoi Yanagida - Japanese Slave in Training

                ","
                    00:17:05
                ",https://bdsmstreak.com/video/28779/yayoi-yanagida-japanese-slave-in-training
123,"
                    11mm Sound and Hot wax CBT

                ","
                    00:09:03
                ",https://bdsmstreak.com/video/28741/11mm-sound-and-hot-wax-cbt
124,"
                    Hot wax for slave girl

                ","
                    00:09:40
                ",https://bdsmstreak.com/video/28697/hot-wax-for-slave-girl
125,"
                    Hot wax, spanking and pain - Lezdom

                ","
                    00:10:36
                ",https://bdsmstreak.com/video/28462/hot-wax-spanking-and-pain-lezdom
126,"
                    Hot wax and suspension bondage

                ","
                    00:08:32
                ",https://bdsmstreak.com/video/28329/hot-wax-and-suspension-bondage
127,"
                    Hot wax and pain

                ","
                    00:55:03
                ",https://bdsmstreak.com/video/28267/hot-wax-and-pain
128,"
                    Fire Vixens

                ","
                    01:03:28
                ",https://bdsmstreak.com/video/27258/fire-vixens
129,"
                    Summer Cummings and Candle Light

                ","
                    00:01:25
                ",https://bdsmstreak.com/video/26819/summer-cummings-and-candle-light
130,"
                    Torture for titties

                ","
                    00:15:52
                ",https://bdsmstreak.com/video/26662/torture-for-titties
131,"
                    Molly - hot wax

                ","
                    00:03:42
                ",https://bdsmstreak.com/video/26641/molly-hot-wax
132,"
                    Hot wax torture

                ","
                    00:01:19
                ",https://bdsmstreak.com/video/26590/hot-wax-torture
133,"
                    Hot Wax Torment

                ","
                    00:56:41
                ",https://bdsmstreak.com/video/26568/hot-wax-torment
134,"
                    Fae vs Hot Wax

                ","
                    00:07:39
                ",https://bdsmstreak.com/video/26435/fae-vs-hot-wax
135,"
                    Roughed up and humiliated with candle for ass

                ","
                    00:43:34
                ",https://bdsmstreak.com/video/25695/roughed-up-and-humiliated-with-candle-for-ass
136,"
                    Punished in a sling

                ","
                    00:12:29
                ",https://bdsmstreak.com/video/25692/punished-in-a-sling
137,"
                    Hot Wax Lezdom Dungeon Punishment

                ","
                    00:17:24
                ",https://bdsmstreak.com/video/25591/hot-wax-lezdom-dungeon-punishment
138,"
                    Japanese Hot Wax and Maledom BDSM

                ","
                    01:00:46
                ",https://bdsmstreak.com/video/25563/japanese-hot-wax-and-maledom-bdsm
139,"
                    Hot Wax Loving Bizarre Crystel Lei

                ","
                    00:05:05
                ",https://bdsmstreak.com/video/25265/hot-wax-loving-bizarre-crystel-lei
140,"
                    Hot wax for pussy - Self play

                ","
                    00:02:54
                ",https://bdsmstreak.com/video/24111/hot-wax-for-pussy-self-play
141,"
                    Wax Factor

                ","
                    00:48:55
                ",https://bdsmstreak.com/video/23469/wax-factor
142,"
                    Ruzik Mikaelyan

                ","
                    00:03:26
                ",https://bdsmstreak.com/video/23103/ruzik-mikaelyan
143,"
                    Ruzik Mikaelyan

                ","
                    00:02:52
                ",https://bdsmstreak.com/video/23102/ruzik-mikaelyan
144,"
                    Pain for slave

                ","
                    00:02:46
                ",https://bdsmstreak.com/video/23085/pain-for-slave
145,"
                    Hot wax and latex

                ","
                    00:20:01
                ",https://bdsmstreak.com/video/21947/hot-wax-and-latex
146,"
                    Hot Wax Pain and Domination

                ","
                    00:21:47
                ",https://bdsmstreak.com/video/16166/hot-wax-pain-and-domination
147,"
                    Hot Wax and Domination

                ","
                    00:27:10
                ",https://bdsmstreak.com/video/17264/hot-wax-and-domination
148,"
                    Hot wax torture - Homemade

                ","
                    00:06:48
                ",https://bdsmstreak.com/video/16214/hot-wax-torture-homemade
149,"
                    Hot Girl Wild Homemade Sextape

                ","
                    00:12:21
                ",https://bdsmstreak.com/video/3711/hot-girl-wild-homemade-sextape
150,"
                    Hot Wax Punishment - BDSM Torture

                ","
                    00:06:51
                ",https://bdsmstreak.com/video/643/hot-wax-punishment-bdsm-torture
151,"
                    Japanese Pain and Punishment - Hot Wax

                ","
                    00:58:12
                ",https://bdsmstreak.com/video/15977/japanese-pain-and-punishment-hot-wax
152,"
                    Hot Wax and Punishment in Dungeon

                ","
                    00:27:10
                ",https://bdsmstreak.com/video/18077/hot-wax-and-punishment-in-dungeon
153,"
                    Cruel burning and electro bdsm of tortured wlavegirl

                ","
                    00:04:38
                ",https://bdsmstreak.com/video/14468/cruel-burning-and-electro-bdsm-of-tortured-wlavegirl
154,"
                    Lesbian BDSM Hot Wax and Spanking

                ","
                    00:21:10
                ",https://bdsmstreak.com/video/12018/lesbian-bdsm-hot-wax-and-spanking
155,"
                    Dirtygardengirl hot wax torture

                ","
                    00:01:02
                ",https://bdsmstreak.com/video/345/dirtygardengirl-hot-wax-torture
156,"
                    Hot wax on bruised ass

                ","
                    00:00:51
                ",https://bdsmstreak.com/video/19702/hot-wax-on-bruised-ass
157,"
                    Hot Wax and Spanking

                ","
                    00:25:49
                ",https://bdsmstreak.com/video/1640/hot-wax-and-spanking
158,"
                    Suspension and hot wax for Japanese MILF

                ","
                    00:15:08
                ",https://bdsmstreak.com/video/22307/suspension-and-hot-wax-for-japanese-milf
159,"
                    Tit Clamps With Hot Wax

                ","
                    00:05:48
                ",https://bdsmstreak.com/video/9882/tit-clamps-with-hot-wax
160,"
                    Homemade Hot Wax Femdom

                ","
                    00:01:16
                ",https://bdsmstreak.com/video/780/homemade-hot-wax-femdom
161,"
                    Wax play - Amateur

                ","
                    00:05:45
                ",https://bdsmstreak.com/video/21325/wax-play-amateur
162,"
                    Wax clamp and spank

                ","
                    00:16:45
                ",https://bdsmstreak.com/video/3091/wax-clamp-and-spank
163,"
                    Cock Meet The Hot Wax - Hot Wax Meet the Cock

                ","
                    00:00:49
                ",https://bdsmstreak.com/video/647/cock-meet-the-hot-wax-hot-wax-meet-the-cock
164,"
                    Flogging and hot wax

                ","
                    00:11:06
                ",https://bdsmstreak.com/video/20823/flogging-and-hot-wax
165,"
                    Japanese Hot Wax and Discipline Torture

                ","
                    00:11:19
                ",https://bdsmstreak.com/video/16515/japanese-hot-wax-and-discipline-torture
166,"
                    Caged slave girl getting hot wax

                ","
                    00:01:29
                ",https://bdsmstreak.com/video/21018/caged-slave-girl-getting-hot-wax
167,"
                    Japanese BDSM - Hot Waxing

                ","
                    00:07:44
                ",https://bdsmstreak.com/video/344/japanese-bdsm-hot-waxing
168,"
                    Amateur Maledom - Hot Wax

                ","
                    00:06:48
                ",https://bdsmstreak.com/video/784/amateur-maledom-hot-wax
169,"
                    Hot Wax and Bondage on Beach

                ","
                    00:02:50
                ",https://bdsmstreak.com/video/17365/hot-wax-and-bondage-on-beach
170,"
                    Hot wax and pain

                ","
                    00:44:01
                ",https://bdsmstreak.com/video/16062/hot-wax-and-pain
171,"
                    Hot Wax and Bondage BDSM - Japanese

                ","
                    00:22:50
                ",https://bdsmstreak.com/video/10134/hot-wax-and-bondage-bdsm-japanese
172,"
                    Hot Wax and Whipping - Japanese

                ","
                    00:10:44
                ",https://bdsmstreak.com/video/16111/hot-wax-and-whipping-japanese
173,"
                    Let it flow - Queensnake

                ","
                    00:01:23
                ",https://bdsmstreak.com/video/22925/let-it-flow-queensnake
174,"
                    Self punishing teen

                ","
                    00:03:27
                ",https://bdsmstreak.com/video/22829/self-punishing-teen
175,"
                    Hot wax poured into pussy

                ","
                    00:11:31
                ",https://bdsmstreak.com/video/22806/hot-wax-poured-into-pussy
176,"
                    Hot wax in bondage

                ","
                    00:27:04
                ",https://bdsmstreak.com/video/22470/hot-wax-in-bondage
177,"
                    Hot wax and ice

                ","
                    00:34:19
                ",https://bdsmstreak.com/video/22382/hot-wax-and-ice
178,"
                    Pain with Hot Wax

                ","
                    00:11:15
                ",https://bdsmstreak.com/video/22266/pain-with-hot-wax
179,"
                    Hot Wax Torture - Japanese

                ","
                    00:01:32
                ",https://bdsmstreak.com/video/20719/hot-wax-torture-japanese
180,"
                    Cloth pins and hot wax

                ","
                    01:04:20
                ",https://bdsmstreak.com/video/20708/cloth-pins-and-hot-wax
181,"
                    Hot wax Whipping and Pain

                ","
                    01:07:41
                ",https://bdsmstreak.com/video/20433/hot-wax-whipping-and-pain
182,"
                    Queensect - Hot Wax on cunt

                ","
                    00:01:12
                ",https://bdsmstreak.com/video/20262/queensect-hot-wax-on-cunt
183,"
                    Clit Cropping

                ","
                    00:01:19
                ",https://bdsmstreak.com/video/20156/clit-cropping
184,"
                    Hot Wax on Breasts - Amateur

                ","
                    00:01:40
                ",https://bdsmstreak.com/video/20092/hot-wax-on-breasts-amateur
185,"
                    Hot Wax BDSM

                ","
                    00:15:21
                ",https://bdsmstreak.com/video/19956/hot-wax-bdsm
186,"
                    Shibari hot wax with filled up pussy - Japanese

                ","
                    00:12:13
                ",https://bdsmstreak.com/video/19615/shibari-hot-wax-with-filled-up-pussy-japanese
187,"
                    Hot Wax for Kinky blonde

                ","
                    00:23:02
                ",https://bdsmstreak.com/video/19280/hot-wax-for-kinky-blonde
188,"
                    Hot wax for hooded sex slave

                ","
                    00:18:23
                ",https://bdsmstreak.com/video/19279/hot-wax-for-hooded-sex-slave
189,"
                    Hot Wax Torment - Japanese Lezdom

                ","
                    00:31:55
                ",https://bdsmstreak.com/video/19199/hot-wax-torment-japanese-lezdom
190,"
                    Hot Wax Training Punishment

                ","
                    00:32:09
                ",https://bdsmstreak.com/video/17674/hot-wax-training-punishment
191,"
                    Lesbian Tit Punishment Torture

                ","
                    00:12:00
                ",https://bdsmstreak.com/video/17605/lesbian-tit-punishment-torture
192,"
                    Hot Wax Torture and Shibari

                ","
                    00:11:00
                ",https://bdsmstreak.com/video/17604/hot-wax-torture-and-shibari
193,"
                    Fit Sub Girl Punished

                ","
                    00:13:02
                ",https://bdsmstreak.com/video/17198/fit-sub-girl-punished
194,"
                    Hot Wax Cunt Torture

                ","
                    00:02:00
                ",https://bdsmstreak.com/video/16965/hot-wax-cunt-torture
195,"
                    Hot wax and anal - Maledom

                ","
                    00:05:23
                ",https://bdsmstreak.com/video/16964/hot-wax-and-anal-maledom
196,"
                    Stunning sub Girl Dominated - High quality

                ","
                    00:27:03
                ",https://bdsmstreak.com/video/16904/stunning-sub-girl-dominated-high-quality
197,"
                    Japanese Bondage Hot Wax and Whipping

                ","
                    00:13:02
                ",https://bdsmstreak.com/video/16788/japanese-bondage-hot-wax-and-whipping
